query-id	corpus-id	score
genQ29256	 706 	1
genQ29257	 706 	1
genQ29258	 706 	1
genQ29259	 706 	1
genQ29260	 706 	1
genQ29261	 706 	1
genQ29262	 706 	1
genQ29263	 706 	1
genQ29264	 706 	1
genQ29265	 706 	1
genQ29266	 706 	1
genQ29267	 706 	1
genQ29268	 706 	1
genQ29269	 706 	1
genQ29270	 706 	1
genQ29271	 706 	1
genQ29272	 706 	1
genQ29273	 706 	1
genQ29274	 706 	1
genQ29275	 706 	1
genQ29276	 706 	1
genQ29277	 706 	1
genQ29278	 706 	1
genQ29279	 706 	1
genQ29280	 706 	1
genQ29281	 706 	1
genQ29282	 706 	1
genQ29283	 706 	1
genQ29284	 706 	1
genQ29285	 706 	1
genQ29286	 706 	1
genQ29287	 706 	1
genQ29288	 706 	1
genQ29289	 706 	1
genQ29290	 706 	1
genQ29291	 706 	1
genQ29292	 706 	1
genQ29293	 706 	1
genQ29294	 706 	1
genQ29295	 706 	1
genQ29296	 706 	1
genQ29297	 706 	1
genQ29298	 706 	1
genQ29299	 706 	1
genQ29300	 706 	1
genQ29301	 706 	1
genQ29302	 706 	1
genQ29303	 706 	1
genQ29304	 706 	1
genQ29305	 706 	1
genQ29306	 706 	1
genQ29307	 706 	1
genQ29308	 706 	1
genQ29309	 706 	1
genQ29310	 706 	1
genQ29311	 706 	1
genQ29312	 706 	1
genQ29313	 706 	1
genQ29314	 706 	1
genQ29315	 706 	1
genQ29316	 706 	1
genQ29317	 706 	1
genQ29318	 706 	1
genQ29319	 706 	1
genQ29320	 706 	1
genQ29321	 706 	1
genQ29322	 706 	1
genQ29323	 706 	1
genQ29324	 706 	1
genQ29325	 706 	1
genQ29326	 706 	1
genQ29327	 706 	1
genQ29328	 706 	1
genQ29329	 706 	1
genQ29330	 706 	1
genQ29331	 706 	1
genQ29332	 706 	1
genQ29333	 706 	1
genQ29334	 706 	1
genQ29335	 706 	1
genQ29336	 706 	1
genQ29337	 706 	1
genQ29338	 706 	1
genQ29339	 706 	1
genQ29340	 706 	1
genQ29341	 706 	1
genQ29342	 706 	1
genQ29343	 706 	1
genQ29344	 706 	1
genQ29345	 706 	1
genQ29346	 706 	1
genQ29347	 706 	1
genQ29348	 706 	1
genQ29349	 706 	1
genQ29350	 706 	1
genQ29351	 706 	1
genQ29352	 706 	1
genQ29353	 706 	1
genQ29354	 706 	1
genQ29355	 706 	1
genQ29356	 706 	1
genQ29357	 706 	1
genQ29358	 706 	1
genQ29359	 706 	1
genQ29360	 706 	1
genQ29361	 706 	1
genQ29362	 706 	1
genQ29363	 706 	1
genQ29364	 706 	1
genQ29365	 706 	1
genQ29366	 706 	1
genQ29367	 706 	1
genQ29368	 706 	1
genQ29369	 706 	1
genQ29370	 706 	1
genQ29371	 706 	1
genQ29372	 706 	1
genQ29373	 706 	1
genQ29374	 706 	1
genQ29375	 706 	1
genQ29376	 706 	1
genQ29377	 706 	1
genQ29378	 706 	1
genQ29379	 706 	1
genQ29380	 706 	1
genQ29381	 706 	1
genQ29382	 706 	1
genQ29383	 706 	1
genQ29384	 706 	1
genQ29385	 706 	1
genQ29386	 706 	1
genQ29387	 706 	1
genQ29388	 706 	1
genQ29389	 706 	1
genQ29390	 706 	1
genQ29391	 706 	1
genQ29392	 706 	1
genQ29393	 706 	1
genQ29394	 706 	1
genQ29395	 706 	1
genQ29396	 706 	1
genQ29397	 706 	1
genQ29398	 706 	1
genQ29399	 706 	1
genQ29400	 706 	1
genQ29401	 706 	1
genQ29402	 706 	1
genQ29403	 706 	1
genQ29404	 706 	1
genQ29405	 706 	1
genQ29406	 706 	1
genQ29407	 706 	1
genQ29408	 706 	1
genQ29409	 706 	1
genQ29410	 706 	1
genQ29411	 706 	1
genQ29412	 706 	1
genQ29413	 706 	1
genQ29414	 706 	1
genQ29415	 706 	1
genQ29416	 706 	1
genQ29417	 706 	1
genQ29418	 862 	1
genQ29419	 862 	1
genQ29420	 862 	1
genQ29421	 862 	1
genQ29422	 862 	1
genQ29423	 862 	1
genQ29424	 862 	1
genQ29425	 862 	1
genQ29426	 862 	1
genQ29427	 862 	1
genQ29428	 862 	1
genQ29429	 862 	1
genQ29430	 862 	1
genQ29431	 862 	1
genQ29432	 862 	1
genQ29433	 862 	1
genQ29434	 862 	1
genQ29435	 862 	1
genQ29436	 862 	1
genQ29437	 862 	1
genQ29438	 862 	1
genQ29439	 862 	1
genQ29440	 862 	1
genQ29441	 862 	1
genQ29442	 862 	1
genQ29443	 862 	1
genQ29444	 862 	1
genQ29445	 862 	1
genQ29446	 862 	1
genQ29447	 862 	1
genQ29448	 862 	1
genQ29449	 862 	1
genQ29450	 862 	1
genQ29451	 862 	1
genQ29452	 862 	1
genQ29453	 862 	1
genQ29454	 862 	1
genQ29455	 862 	1
genQ29456	 862 	1
genQ29457	 862 	1
genQ29458	 862 	1
genQ29459	 862 	1
genQ29460	 862 	1
genQ29461	 862 	1
genQ29462	 862 	1
genQ29463	 862 	1
genQ29464	 862 	1
genQ29465	 862 	1
genQ29466	 862 	1
genQ29467	 862 	1
genQ29468	 862 	1
genQ29469	 862 	1
genQ29470	 862 	1
genQ29471	 862 	1
genQ29472	 862 	1
genQ29473	 862 	1
genQ29474	 862 	1
genQ29475	 862 	1
genQ29476	 862 	1
genQ29477	 862 	1
genQ29478	 862 	1
genQ29479	 862 	1
genQ29480	 862 	1
genQ29481	 862 	1
genQ29482	 862 	1
genQ29483	 862 	1
genQ29484	 862 	1
genQ29485	 862 	1
genQ29486	 862 	1
genQ29487	 862 	1
genQ29488	 862 	1
genQ29489	 862 	1
genQ29490	 862 	1
genQ29491	 862 	1
genQ29492	 862 	1
genQ29493	 862 	1
genQ29494	 862 	1
genQ29495	 862 	1
genQ29496	 862 	1
genQ29497	 862 	1
genQ29498	 862 	1
genQ29499	 862 	1
genQ29500	 862 	1
genQ29501	 862 	1
genQ29502	 862 	1
genQ29503	 862 	1
genQ29504	 862 	1
genQ29505	 862 	1
genQ29506	 862 	1
genQ29507	 862 	1
genQ29508	 862 	1
genQ29509	 862 	1
genQ29510	 862 	1
genQ29511	 862 	1
genQ29512	 862 	1
genQ29513	 862 	1
genQ29514	 862 	1
genQ29515	 862 	1
genQ29516	 862 	1
genQ29517	 862 	1
genQ29518	 862 	1
genQ29519	 862 	1
genQ29520	 862 	1
genQ29521	 862 	1
genQ29522	 862 	1
genQ29523	 862 	1
genQ29524	 862 	1
genQ29525	 862 	1
genQ29526	 862 	1
genQ29527	 862 	1
genQ29528	 862 	1
genQ29529	 862 	1
genQ29530	 862 	1
genQ29531	 862 	1
genQ29532	 862 	1
genQ29533	 862 	1
genQ29534	 862 	1
genQ29535	 862 	1
genQ29536	 862 	1
genQ29537	 862 	1
genQ29538	 862 	1
genQ29539	 862 	1
genQ29540	 862 	1
genQ29541	 862 	1
genQ29542	 862 	1
genQ29543	 862 	1
genQ29544	 862 	1
genQ29545	 862 	1
genQ29546	 862 	1
genQ29547	 862 	1
genQ29548	 862 	1
genQ29549	 862 	1
genQ29550	 862 	1
genQ29551	 862 	1
genQ29552	 862 	1
genQ29553	 862 	1
genQ29554	 862 	1
genQ29555	 862 	1
genQ29556	 862 	1
genQ29557	 862 	1
genQ29558	 862 	1
genQ29559	 862 	1
genQ29560	 862 	1
genQ29561	 862 	1
genQ29562	 862 	1
genQ29563	 862 	1
genQ29564	 862 	1
genQ29565	 862 	1
genQ29566	 862 	1
genQ29567	 862 	1
genQ29568	 862 	1
genQ29569	 862 	1
genQ29570	 862 	1
genQ29571	 862 	1
genQ29572	 862 	1
genQ29573	 862 	1
genQ29574	 862 	1
genQ29575	 862 	1
genQ29576	 862 	1
genQ29577	 862 	1
genQ29578	 862 	1
genQ29579	 862 	1
genQ29580	 862 	1
genQ29581	 862 	1
genQ29582	 862 	1
genQ29583	 862 	1
genQ29584	 862 	1
genQ29585	 862 	1
genQ29586	 862 	1
genQ29587	 862 	1
genQ29588	 862 	1
genQ29589	 862 	1
genQ29590	 862 	1
genQ29591	 862 	1
genQ29592	 862 	1
genQ29593	 862 	1
genQ29594	 862 	1
genQ29595	 862 	1
genQ29596	 862 	1
genQ29597	 862 	1
genQ29598	 862 	1
genQ29599	 862 	1
genQ29600	 862 	1
genQ29601	 862 	1
genQ29602	 862 	1
genQ29603	 862 	1
genQ29604	 862 	1
genQ29605	 862 	1
genQ29606	 862 	1
genQ29607	 862 	1
genQ29608	 862 	1
genQ29609	 862 	1
genQ29610	 862 	1
genQ29611	 862 	1
genQ29612	 862 	1
genQ29613	 862 	1
genQ29614	 862 	1
genQ29615	 862 	1
genQ29616	 862 	1
genQ29617	 862 	1
genQ29618	 862 	1
genQ29619	 862 	1
genQ29620	 862 	1
genQ29621	 862 	1
genQ29622	 862 	1
genQ29623	 862 	1
genQ29624	 862 	1
genQ29625	 862 	1
genQ29626	 862 	1
genQ29627	 862 	1
genQ29628	 862 	1
genQ29629	 862 	1
genQ29630	 862 	1
genQ29631	 862 	1
genQ29632	 862 	1
genQ29633	 862 	1
genQ29634	 862 	1
genQ29635	 862 	1
genQ29636	 862 	1
genQ29637	 862 	1
genQ29638	 862 	1
genQ29639	 862 	1
genQ29640	 862 	1
genQ29641	 862 	1
genQ29642	 862 	1
genQ29643	 862 	1
genQ29644	 862 	1
genQ29645	 862 	1
genQ29646	 862 	1
genQ29647	 862 	1
genQ29648	 862 	1
genQ29649	 862 	1
genQ29650	 862 	1
genQ29651	 862 	1
genQ29652	 862 	1
genQ29653	 862 	1
genQ29654	 862 	1
genQ29655	 862 	1
genQ29656	 862 	1
genQ29657	 862 	1
genQ29658	 862 	1
genQ29659	 862 	1
genQ29660	 862 	1
genQ29661	 862 	1
genQ29662	 862 	1
genQ29663	 862 	1
genQ29664	 862 	1
genQ29665	 862 	1
genQ29666	 862 	1
genQ29667	 862 	1
genQ29668	 862 	1
genQ29669	 862 	1
genQ29670	 862 	1
genQ29671	 862 	1
genQ29672	 862 	1
genQ29673	 862 	1
genQ29674	 862 	1
genQ29675	 862 	1
genQ29676	 862 	1
genQ29677	 862 	1
genQ29678	 862 	1
genQ29679	 862 	1
genQ29680	 862 	1
genQ29681	 862 	1
genQ29682	 862 	1
genQ29683	 862 	1
genQ29684	 862 	1
genQ29685	 862 	1
genQ29686	 862 	1
genQ29687	 862 	1
genQ29688	 862 	1
genQ29689	 862 	1
genQ29690	 862 	1
genQ29691	 862 	1
genQ29692	 862 	1
genQ29693	 862 	1
genQ29694	 862 	1
genQ29695	 862 	1
genQ29696	 862 	1
genQ29697	 862 	1
genQ29698	 862 	1
genQ29699	 862 	1
genQ29700	 862 	1
genQ29701	 862 	1
genQ29702	 862 	1
genQ29703	 862 	1
genQ29704	 862 	1
genQ29705	 862 	1
genQ29706	 862 	1
genQ29707	 862 	1
genQ29708	 862 	1
genQ29709	 310 	1
genQ29710	 310 	1
genQ29711	 310 	1
genQ29712	 310 	1
genQ29713	 310 	1
genQ29714	 310 	1
genQ29715	 310 	1
genQ29716	 310 	1
genQ29717	 310 	1
genQ29718	 310 	1
genQ29719	 310 	1
genQ29720	 310 	1
genQ29721	 310 	1
genQ29722	 310 	1
genQ29723	 310 	1
genQ29724	 310 	1
genQ29725	 310 	1
genQ29726	 310 	1
genQ29727	 310 	1
genQ29728	 310 	1
genQ29729	 310 	1
genQ29730	 310 	1
genQ29731	 310 	1
genQ29732	 310 	1
genQ29733	 310 	1
genQ29734	 310 	1
genQ29735	 310 	1
genQ29736	 310 	1
genQ29737	 310 	1
genQ29738	 310 	1
genQ29739	 310 	1
genQ29740	 310 	1
genQ29741	 310 	1
genQ29742	 310 	1
genQ29743	 310 	1
genQ29744	 310 	1
genQ29745	 310 	1
genQ29746	 310 	1
genQ29747	 310 	1
genQ29748	 310 	1
genQ29749	 310 	1
genQ29750	 310 	1
genQ29751	 310 	1
genQ29752	 310 	1
genQ29753	 310 	1
genQ29754	 310 	1
genQ29755	 310 	1
genQ29756	 310 	1
genQ29757	 310 	1
genQ29758	 310 	1
genQ29759	 310 	1
genQ29760	 310 	1
genQ29761	 310 	1
genQ29762	 310 	1
genQ29763	 310 	1
genQ29764	 310 	1
genQ29765	 310 	1
genQ29766	 310 	1
genQ29767	 310 	1
genQ29768	 310 	1
genQ29769	 310 	1
genQ29770	 310 	1
genQ29771	 310 	1
genQ29772	 310 	1
genQ29773	 310 	1
genQ29774	 310 	1
genQ29775	 310 	1
genQ29776	 310 	1
genQ29777	 310 	1
genQ29778	 310 	1
genQ29779	 310 	1
genQ29780	 310 	1
genQ29781	 310 	1
genQ29782	 310 	1
genQ29783	 310 	1
genQ29784	 310 	1
genQ29785	 310 	1
genQ29786	 310 	1
genQ29787	 310 	1
genQ29788	 310 	1
genQ29789	 310 	1
genQ29790	 310 	1
genQ29791	 310 	1
genQ29792	 310 	1
genQ29793	 310 	1
genQ29794	 310 	1
genQ29795	 310 	1
genQ29796	 310 	1
genQ29797	 310 	1
genQ29798	 310 	1
genQ29799	 310 	1
genQ29800	 310 	1
genQ29801	 310 	1
genQ29802	 310 	1
genQ29803	 310 	1
genQ29804	 310 	1
genQ29805	 310 	1
genQ29806	 310 	1
genQ29807	 310 	1
genQ29808	 310 	1
genQ29809	 310 	1
genQ29810	 310 	1
genQ29811	 310 	1
genQ29812	 310 	1
genQ29813	 310 	1
genQ29814	 310 	1
genQ29815	 310 	1
genQ29816	 310 	1
genQ29817	 310 	1
genQ29818	 310 	1
genQ29819	 310 	1
genQ29820	 310 	1
genQ29821	 310 	1
genQ29822	 310 	1
genQ29823	 310 	1
genQ29824	 310 	1
genQ29825	 310 	1
genQ29826	 310 	1
genQ29827	 310 	1
genQ29828	 310 	1
genQ29829	 310 	1
genQ29830	 310 	1
genQ29831	 310 	1
genQ29832	 310 	1
genQ29833	 310 	1
genQ29834	 310 	1
genQ29835	 310 	1
genQ29836	 310 	1
genQ29837	 310 	1
genQ29838	 310 	1
genQ29839	 310 	1
genQ29840	 310 	1
genQ29841	 310 	1
genQ29842	 310 	1
genQ29843	 310 	1
genQ29844	 310 	1
genQ29845	 310 	1
genQ29846	 310 	1
genQ29847	 310 	1
genQ29848	 310 	1
genQ29849	 310 	1
genQ29850	 310 	1
genQ29851	 310 	1
genQ29852	 310 	1
genQ29853	 310 	1
genQ29854	 310 	1
genQ29855	 310 	1
genQ29856	 310 	1
genQ29857	 310 	1
genQ29858	 310 	1
genQ29859	 310 	1
genQ29860	 310 	1
genQ29861	 310 	1
genQ29862	 310 	1
genQ29863	 310 	1
genQ29864	 310 	1
genQ29865	 310 	1
genQ29866	 310 	1
genQ29867	 310 	1
genQ29868	 310 	1
genQ29869	 310 	1
genQ29870	 310 	1
genQ29871	 310 	1
genQ29872	 310 	1
genQ29873	 310 	1
genQ29874	 310 	1
genQ29875	 310 	1
genQ29876	 310 	1
genQ29877	 310 	1
genQ29878	 310 	1
genQ29879	 310 	1
genQ29880	 310 	1
genQ29881	 310 	1
genQ29882	 310 	1
genQ29883	 310 	1
genQ29884	 310 	1
genQ29885	 310 	1
genQ29886	 310 	1
genQ29887	 310 	1
genQ29888	 310 	1
genQ29889	 310 	1
genQ29890	 310 	1
genQ29891	 310 	1
genQ29892	 310 	1
genQ29893	 310 	1
genQ29894	 310 	1
genQ29895	 310 	1
genQ29896	 310 	1
genQ29897	 310 	1
genQ29898	 310 	1
genQ29899	 310 	1
genQ29900	 310 	1
genQ29901	 310 	1
genQ29902	 310 	1
genQ29903	 310 	1
genQ29904	 310 	1
genQ29905	 310 	1
genQ29906	 310 	1
genQ29907	 310 	1
genQ29908	 310 	1
genQ29909	 310 	1
genQ29910	 310 	1
genQ29911	 310 	1
genQ29912	 310 	1
genQ29913	 310 	1
genQ29914	 310 	1
genQ29915	 310 	1
genQ29916	 310 	1
genQ29917	 310 	1
genQ29918	 310 	1
genQ29919	 310 	1
genQ29920	 310 	1
genQ29921	 310 	1
genQ29922	 310 	1
genQ29923	 310 	1
genQ29924	 310 	1
genQ29925	 310 	1
genQ29926	 310 	1
genQ29927	 310 	1
genQ29928	 310 	1
genQ29929	 310 	1
genQ29930	 310 	1
genQ29931	 310 	1
genQ29932	 310 	1
genQ29933	 310 	1
genQ29934	 310 	1
genQ29935	 310 	1
genQ29936	 310 	1
genQ29937	 310 	1
genQ29938	 310 	1
genQ29939	 310 	1
genQ29940	 310 	1
genQ29941	 310 	1
genQ29942	 310 	1
genQ29943	 310 	1
genQ29944	 310 	1
genQ29945	 310 	1
genQ29946	 310 	1
genQ29947	 310 	1
genQ29948	 310 	1
genQ29949	 310 	1
genQ29950	 310 	1
genQ29951	 310 	1
genQ29952	 310 	1
genQ29953	 310 	1
genQ29954	 310 	1
genQ29955	 310 	1
genQ29956	 310 	1
genQ29957	 310 	1
genQ29958	 310 	1
genQ29959	 310 	1
genQ29960	 310 	1
genQ29961	 310 	1
genQ29962	 310 	1
genQ29963	 310 	1
genQ29964	 310 	1
genQ29965	 310 	1
genQ29966	 310 	1
genQ29967	 310 	1
genQ29968	 310 	1
genQ29969	 310 	1
genQ29970	 310 	1
genQ29971	 310 	1
genQ29972	 310 	1
genQ29973	 310 	1
genQ29974	 310 	1
genQ29975	 310 	1
genQ29976	 310 	1
genQ29977	 310 	1
genQ29978	 310 	1
genQ29979	 310 	1
genQ29980	 310 	1
genQ29981	 310 	1
genQ29982	 310 	1
genQ29983	 310 	1
genQ29984	 310 	1
genQ29985	 611 	1
genQ29986	 611 	1
genQ29987	 611 	1
genQ29988	 611 	1
genQ29989	 611 	1
genQ29990	 611 	1
genQ29991	 611 	1
genQ29992	 611 	1
genQ29993	 611 	1
genQ29994	 611 	1
genQ29995	 611 	1
genQ29996	 611 	1
genQ29997	 611 	1
genQ29998	 611 	1
genQ29999	 611 	1
genQ30000	 611 	1
genQ30001	 611 	1
genQ30002	 611 	1
genQ30003	 611 	1
genQ30004	 611 	1
genQ30005	 611 	1
genQ30006	 611 	1
genQ30007	 611 	1
genQ30008	 611 	1
genQ30009	 611 	1
genQ30010	 611 	1
genQ30011	 611 	1
genQ30012	 611 	1
genQ30013	 611 	1
genQ30014	 611 	1
genQ30015	 611 	1
genQ30016	 611 	1
genQ30017	 611 	1
genQ30018	 611 	1
genQ30019	 611 	1
genQ30020	 611 	1
genQ30021	 611 	1
genQ30022	 611 	1
genQ30023	 611 	1
genQ30024	 611 	1
genQ30025	 611 	1
genQ30026	 611 	1
genQ30027	 611 	1
genQ30028	 611 	1
genQ30029	 611 	1
genQ30030	 611 	1
genQ30031	 611 	1
genQ30032	 611 	1
genQ30033	 611 	1
genQ30034	 611 	1
genQ30035	 611 	1
genQ30036	 611 	1
genQ30037	 611 	1
genQ30038	 611 	1
genQ30039	 611 	1
genQ30040	 611 	1
genQ30041	 611 	1
genQ30042	 611 	1
genQ30043	 611 	1
genQ30044	 611 	1
genQ30045	 611 	1
genQ30046	 611 	1
genQ30047	 611 	1
genQ30048	 611 	1
genQ30049	 611 	1
genQ30050	 611 	1
genQ30051	 611 	1
genQ30052	 611 	1
genQ30053	 611 	1
genQ30054	 611 	1
genQ30055	 611 	1
genQ30056	 611 	1
genQ30057	 611 	1
genQ30058	 611 	1
genQ30059	 611 	1
genQ30060	 611 	1
genQ30061	 611 	1
genQ30062	 611 	1
genQ30063	 611 	1
genQ30064	 611 	1
genQ30065	 611 	1
genQ30066	 611 	1
genQ30067	 611 	1
genQ30068	 611 	1
genQ30069	 611 	1
genQ30070	 611 	1
genQ30071	 611 	1
genQ30072	 611 	1
genQ30073	 611 	1
genQ30074	 611 	1
genQ30075	 611 	1
genQ30076	 611 	1
genQ30077	 611 	1
genQ30078	 611 	1
genQ30079	 611 	1
genQ30080	 611 	1
genQ30081	 611 	1
genQ30082	 611 	1
genQ30083	 611 	1
genQ30084	 611 	1
genQ30085	 611 	1
genQ30086	 611 	1
genQ30087	 611 	1
genQ30088	 611 	1
genQ30089	 611 	1
genQ30090	 611 	1
genQ30091	 611 	1
genQ30092	 611 	1
genQ30093	 611 	1
genQ30094	 611 	1
genQ30095	 611 	1
genQ30096	 611 	1
genQ30097	 611 	1
genQ30098	 611 	1
genQ30099	 611 	1
genQ30100	 611 	1
genQ30101	 611 	1
genQ30102	 611 	1
genQ30103	 611 	1
genQ30104	 611 	1
genQ30105	 611 	1
genQ30106	 611 	1
genQ30107	 611 	1
genQ30108	 611 	1
genQ30109	 611 	1
genQ30110	 611 	1
genQ30111	 611 	1
genQ30112	 611 	1
genQ30113	 611 	1
genQ30114	 611 	1
genQ30115	 611 	1
genQ30116	 611 	1
genQ30117	 611 	1
genQ30118	 611 	1
genQ30119	 611 	1
genQ30120	 611 	1
genQ30121	 611 	1
genQ30122	 611 	1
genQ30123	 611 	1
genQ30124	 611 	1
genQ30125	 611 	1
genQ30126	 611 	1
genQ30127	 611 	1
genQ30128	 611 	1
genQ30129	 611 	1
genQ30130	 611 	1
genQ30131	 611 	1
genQ30132	 611 	1
genQ30133	 611 	1
genQ30134	 611 	1
genQ30135	 611 	1
genQ30136	 611 	1
genQ30137	 611 	1
genQ30138	 611 	1
genQ30139	 611 	1
genQ30140	 611 	1
genQ30141	 611 	1
genQ30142	 611 	1
genQ30143	 611 	1
genQ30144	 611 	1
genQ30145	 611 	1
genQ30146	 611 	1
genQ30147	 611 	1
genQ30148	 611 	1
genQ30149	 611 	1
genQ30150	 611 	1
genQ30151	 611 	1
genQ30152	 611 	1
genQ30153	 611 	1
genQ30154	 611 	1
genQ30155	 611 	1
genQ30156	 611 	1
genQ30157	 611 	1
genQ30158	 611 	1
genQ30159	 611 	1
genQ30160	 611 	1
genQ30161	 611 	1
genQ30162	 611 	1
genQ30163	 611 	1
genQ30164	 611 	1
genQ30165	 611 	1
genQ30166	 611 	1
genQ30167	 611 	1
genQ30168	 611 	1
genQ30169	 611 	1
genQ30170	 611 	1
genQ30171	 611 	1
genQ30172	 611 	1
genQ30173	 611 	1
genQ30174	 611 	1
genQ30175	 611 	1
genQ30176	 611 	1
genQ30177	 611 	1
genQ30178	 611 	1
genQ30179	 611 	1
genQ30180	 611 	1
genQ30181	 611 	1
genQ30182	 611 	1
genQ30183	 611 	1
genQ30184	 611 	1
genQ30185	 611 	1
genQ30186	 611 	1
genQ30187	 611 	1
genQ30188	 611 	1
genQ30189	 611 	1
genQ30190	 611 	1
genQ30191	 611 	1
genQ30192	 611 	1
genQ30193	 611 	1
genQ30194	 611 	1
genQ30195	 611 	1
genQ30196	 611 	1
genQ30197	 611 	1
genQ30198	 611 	1
genQ30199	 611 	1
genQ30200	 611 	1
genQ30201	 611 	1
genQ30202	 611 	1
genQ30203	 611 	1
genQ30204	 611 	1
genQ30205	 611 	1
genQ30206	 611 	1
genQ30207	 611 	1
genQ30208	 611 	1
genQ30209	 611 	1
genQ30210	 611 	1
genQ30211	 611 	1
genQ30212	 611 	1
genQ30213	 611 	1
genQ30214	 611 	1
genQ30215	 611 	1
genQ30216	 611 	1
genQ30217	 611 	1
genQ30218	 611 	1
genQ30219	 611 	1
genQ30220	 611 	1
genQ30221	 611 	1
genQ30222	 611 	1
genQ30223	 611 	1
genQ30224	 611 	1
genQ30225	 611 	1
genQ30226	 611 	1
genQ30227	 611 	1
genQ30228	 611 	1
genQ30229	 611 	1
genQ30230	 611 	1
genQ30231	 611 	1
genQ30232	 611 	1
genQ30233	 611 	1
genQ30234	 611 	1
genQ30235	 611 	1
genQ30236	 611 	1
genQ30237	 611 	1
genQ30238	 611 	1
genQ30239	 611 	1
genQ30240	 611 	1
genQ30241	 611 	1
genQ30242	 611 	1
genQ30243	 611 	1
genQ30244	 611 	1
genQ30245	 611 	1
genQ30246	 611 	1
genQ30247	 611 	1
genQ30248	 611 	1
genQ30249	 611 	1
genQ30250	 611 	1
genQ30251	 611 	1
genQ30252	 611 	1
genQ30253	 611 	1
genQ30254	 611 	1
genQ30255	 611 	1
genQ30256	 611 	1
genQ30257	 611 	1
genQ30258	 611 	1
genQ30259	 611 	1
genQ30260	 611 	1
genQ30261	 611 	1
genQ30262	 611 	1
genQ30263	 611 	1
genQ30264	 611 	1
genQ30265	 611 	1
genQ30266	 611 	1
genQ30267	 611 	1
genQ30268	 611 	1
genQ30269	 611 	1
genQ30270	 611 	1
genQ30271	 611 	1
genQ30272	 611 	1
genQ30273	 611 	1
genQ30274	 611 	1
genQ30275	 611 	1
genQ30276	 611 	1
genQ30277	 611 	1
genQ30278	 611 	1
genQ30279	 611 	1
genQ30280	 611 	1
genQ30281	 611 	1
genQ30282	 611 	1
genQ30283	 611 	1
genQ30284	 611 	1
genQ30285	 611 	1
genQ30286	 611 	1
genQ30287	 611 	1
genQ30288	 611 	1
genQ30289	 611 	1
genQ30290	 611 	1
genQ30291	 611 	1
genQ30292	 611 	1
genQ30293	 611 	1
genQ30294	 611 	1
genQ30295	 611 	1
genQ30296	 611 	1
genQ30297	 611 	1
genQ30298	 611 	1
genQ30299	 611 	1
genQ30300	 611 	1
genQ30301	 611 	1
genQ30302	 611 	1
genQ30303	 611 	1
genQ30304	 611 	1
genQ30305	 611 	1
genQ30306	 611 	1
genQ30307	 611 	1
genQ30308	 611 	1
genQ30309	 611 	1
genQ30310	 611 	1
genQ30311	 611 	1
genQ30312	 611 	1
genQ30313	 611 	1
genQ30314	 611 	1
genQ30315	 611 	1
genQ30316	 611 	1
genQ30317	 611 	1
genQ30318	 611 	1
genQ30319	 611 	1
genQ30320	 611 	1
genQ30321	 611 	1
genQ30322	 611 	1
genQ30323	 611 	1
genQ30324	 611 	1
genQ30325	 611 	1
genQ30326	 611 	1
genQ30327	 611 	1
genQ30328	 611 	1
genQ30329	 611 	1
genQ30330	 611 	1
genQ30331	 611 	1
genQ30332	 611 	1
genQ30333	 611 	1
genQ30334	 611 	1
genQ30335	 611 	1
genQ30336	 611 	1
genQ30337	 611 	1
genQ30338	 611 	1
genQ30339	 611 	1
genQ30340	 611 	1
genQ30341	 611 	1
genQ30342	 611 	1
genQ30343	 611 	1
genQ30344	 611 	1
genQ30345	 611 	1
genQ30346	 611 	1
genQ30347	 611 	1
genQ30348	 491 	1
genQ30349	 491 	1
genQ30350	 491 	1
genQ30351	 491 	1
genQ30352	 491 	1
genQ30353	 491 	1
genQ30354	 491 	1
genQ30355	 491 	1
genQ30356	 491 	1
genQ30357	 491 	1
genQ30358	 491 	1
genQ30359	 491 	1
genQ30360	 491 	1
genQ30361	 491 	1
genQ30362	 491 	1
genQ30363	 491 	1
genQ30364	 491 	1
genQ30365	 491 	1
genQ30366	 491 	1
genQ30367	 491 	1
genQ30368	 491 	1
genQ30369	 491 	1
genQ30370	 491 	1
genQ30371	 491 	1
genQ30372	 491 	1
genQ30373	 491 	1
genQ30374	 491 	1
genQ30375	 491 	1
genQ30376	 491 	1
genQ30377	 491 	1
genQ30378	 491 	1
genQ30379	 491 	1
genQ30380	 491 	1
genQ30381	 491 	1
genQ30382	 491 	1
genQ30383	 491 	1
genQ30384	 491 	1
genQ30385	 491 	1
genQ30386	 491 	1
genQ30387	 491 	1
genQ30388	 491 	1
genQ30389	 491 	1
genQ30390	 491 	1
genQ30391	 491 	1
genQ30392	 491 	1
genQ30393	 491 	1
genQ30394	 491 	1
genQ30395	 491 	1
genQ30396	 491 	1
genQ30397	 491 	1
genQ30398	 491 	1
genQ30399	 491 	1
genQ30400	 491 	1
genQ30401	 491 	1
genQ30402	 491 	1
genQ30403	 491 	1
genQ30404	 491 	1
genQ30405	 491 	1
genQ30406	 491 	1
genQ30407	 491 	1
genQ30408	 491 	1
genQ30409	 491 	1
genQ30410	 491 	1
genQ30411	 491 	1
genQ30412	 491 	1
genQ30413	 491 	1
genQ30414	 491 	1
genQ30415	 491 	1
genQ30416	 491 	1
genQ30417	 491 	1
genQ30418	 491 	1
genQ30419	 491 	1
genQ30420	 491 	1
